obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
246.741695,0.000012,246.741683,0.000011,100000,2.6e+08,C+,23031.2829,63559.498,3d6.(3F2).4s,b 4F,3/2,3d6.(3F2).4p,x 4D*,1/2,,T6892c83,L18349c139,
246.751269,0.000014,246.751273,0.000018,29000,1.97e+08,C+,38164.220,78690.860,3d6.(1D2).4s,c 2D,5/2,3d6.(1D2).4p,w 2D*,5/2,,T6892c83,L18349c139,
246.756505,0.000012,246.756492,0.000011,140000,1.77e+08,C+,22939.3512,63465.134,3d6.(3F2).4s,b 4F,5/2,3d6.(3F2).4p,x 4D*,3/2,,T6892c83,L18349c139,
246.77309,0.00007,246.773084,0.000011,1100,2.6e+07,D+,66377.315,106900.373,3d6.(3G).4p,x 4F*,7/2,3d6.(3F2).4d,2G,7/2,,T6892c83,L18349c139,
246.7777,0.0005,246.777240,0.000011,280d?,,,45206.4704,85728.846,3d6.(5D).4p,z 4D*,1/2,3d6.(5D).4d,4S,3/2,,,L18349c142,
246.78644,0.00008,246.786464,0.000012,1300,1.3e+07,D+,64286.354,104807.215,3d6.(3F2).4p,z 2F*,7/2,3d6.(3H).4d,2G,9/2,,T6892c83,L18349c139,
246.81089,0.00011,246.811065,0.000012,310,,,69650.481,110167.303,3d6.(3G).4p,y 2F*,5/2,3d6.(3G).4d,4F,7/2,,,L18349c139,
246.84891,0.00002,246.848730,0.000012,14000,1.7e+08,D+,43620.9842,84131.624,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).4d,6D,1/2,,T6892c83,L18349c145,
246.89388,0.00011,246.893666,0.000018,2700bl(Ne),5.4e+06,D+,33466.4943,73969.761,3d6.(1G2).4s,c 2G,9/2,3d6.(1I).4p,y 2I*,11/2,,T6892c83,L18349c148,
246.90030,0.00009,246.900171,0.000013,4000,2.6e+06,D,20830.5534,61332.753,3d6.(3P2).4s,b 4P,5/2,3d6.(3P2).4p,y 4P*,3/2,,T6892c83,L18349c139,
246.904218,0.000019,246.904418,0.000011,21000,1.0e+07,D+,21581.6151,62083.118,3d6.(3H).4s,a 4H,9/2,3d6.(3H).4p,z 2G*,9/2,,T6892c83,L18349c145,
246.9310,0.0005,246.929957,0.000012,1500,7.e+05,D,20340.2461,60837.560,3d7,a 2H,11/2,3d6.(3H).4p,z 4H*,13/2,,T6892c83,L18349c142,
246.9446,0.0005,246.944958,0.000013,120d?,,,73492.248,113987.102,3d5.4s2,4F,7/2,3d6.(5D<0>).5f,2[3]*,7/2,,,L18349c143,
246.9770,0.0007,246.977233,0.000012,1400,,,54273.656,94763.218,3d5.4s2,b 4G,9/2,3d5.(4D).4s.4p.(3P*),6P*,7/2,,,L18349c139,
247.01180,0.00008,247.011696,0.000011,5000,2.2e+06,C+,21581.6151,62065.528,3d6.(3H).4s,a 4H,9/2,3d6.(3F2).4p,y 4F*,7/2,,T7461,L18349c139,
247.02311,0.00005,247.022972,0.000012,1700,8.e+06,D+,64806.494,105288.559,3d6.(3P2).4p,z 2P*,1/2,3d6.(5D).5d,6G,3/2,,T6892c83,L18349c148,
247.026093,0.000012,247.026102,0.000012,90000,2.58e+08,B+,31483.1979,71964.750,3d6.(3D).4s,b 4D,7/2,3d6.(3D).4p,w 4P*,5/2,,T6892c83,L18349c139,
247.04618,0.00003,247.046170,0.000010,10000,2.7e+07,D+,42658.2444,83136.508,3d6.(5D).4p,z 6P*,7/2,3d6.(5D).4d,e 6F,7/2,,T6892c83,L18349c139,
247.0536,0.0005,247.052527,0.000013,130d?,,,72130.375,112607.597,3d6.(1G2).4p,x 2H*,9/2,3d6.(5D).7s,6D,7/2,,,L18349c143,
247.05781,0.00004,247.057807,0.000018,9000,6.4e+07,D+,38214.503,78690.860,3d6.(1D2).4s,c 2D,3/2,3d6.(1D2).4p,w 2D*,5/2,,T6892c83,L18349c139,
247.06627,0.00007,247.066234,0.000012,3200,,,43238.6066,83713.583,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).4d,6D,7/2,,,L18349c139,
247.115553,0.000014,247.115556,0.000012,33000,6.0e+07,D+,26055.4120,66522.310,3d6.(3G).4s,a 4G,5/2,3d6.(3G).4p,x 4F*,5/2,,T6892c83,L18349c139,
247.1242,0.0005,247.123196,0.000011,"150d,bl(Fe II)?*",1.4e+06,D,65580.065,106045.712,3d6.(3G).4p,x 4G*,11/2,3d6.(3H).4d,2H,11/2,,T6892c83,L18349c142,
247.1242,0.0005,247.124594,0.000014,"150d,bl(Fe II)?*",,,73091.630,113557.048,3d6.(1G2).4p,w 2G*,9/2,3d6.(5D).6d,6F,9/2,,,L18349c142,
247.141594,0.000012,247.141591,0.000010,180000,1.54e+08,C+,22810.3459,63272.981,3d6.(3F2).4s,b 4F,7/2,3d6.(3F2).4p,x 4D*,5/2,,T6892c83,L18349c139,
247.151173,0.000016,247.151179,0.000013,23000,9.e+07,D+,25787.5816,66248.647,3d6.(3P2).4s,b 2P,3/2,3d6.(3P2).4p,z 2S*,1/2,,T6892c83,L18349c139,
247.15930,0.00008,247.159350,0.000011,3200,5.4e+05,D+,21711.8963,62171.624,3d6.(3H).4s,a 4H,7/2,3d5.(6S).4s.4p.(3P*),y 6P*,7/2,,T7503,L18349c139,
247.162580,0.000012,247.162580,0.000012,7000,3.28e+08,B+,69606.567,110065.766,3d6.(3G).4p,y 2F*,7/2,3d6.(3G).4d,2D,5/2,,T6892c83,L18349c139,
247.1787,0.0002,247.178892,0.000018,60,,,82978.717,123435.246,3d6.(5D).4d,e 6F,9/2,3d6.(3H<4>).4f,2[4]*,7/2,,,L18349c139,
247.19133,0.00014,247.191350,0.000012,600,2.6e+06,D,64834.069,105288.559,3d6.(3P2).4p,z 2P*,3/2,3d6.(5D).5d,6G,3/2,,T6892c83,L18349c139,
247.19876,0.00007,247.198671,0.000012,1100,7.3e+06,D+,66612.659,107065.951,3d6.(3G).4p,x 4F*,3/2,3d6.(5D).5d,4P,3/2,,T6892c83,L18349c139,
247.20226,0.00002,247.202256,0.000010,15000bl(Fe II)*,4.15e+07,C+,44232.5398,84685.245,3d6.(5D).4p,z 4F*,9/2,3d6.(5D).4d,f 4D,7/2,,T7186,L18349c148,
247.20226,0.00002,247.202270,0.000011,15000bl(Fe II)*,2.3e+06,D,64286.354,104739.057,3d6.(3F2).4p,z 2F*,7/2,3d6.(3F2).4d,4P,5/2,,T6892c83,L18349c148,
247.2127,0.0005,247.211611,0.000011,1400bl(Fe II)*,,,45044.1916,85495.366,3d6.(5D).4p,z 4D*,3/2,3d6.(5D).4d,6S,5/2,,,L18349c143,
247.2127,0.0005,247.212530,0.000018,1400bl(Fe II)*,5.e+06,D,36126.412,76577.436,3d6.(3D).4s,b 2D,3/2,3d6.(1S2).4p,x 2P*,1/2,,T6892c83,L18349c143,
247.2309,0.0005,247.232070,0.000011,200d?,,,64425.405,104873.232,3d6.(3F2).4p,z 2F*,5/2,3d6.(5D).5d,4D,7/2,,,L18349c143,
247.2420,0.0002,247.241834,0.000011,2300,9.e+05,D,21711.8963,62158.126,3d6.(3H).4s,a 4H,7/2,3d6.(3F2).4p,y 4F*,9/2,,T6892c83,L18349c139,
247.2742,0.0005,247.273666,0.000018,110d?,,,74606.864,115047.887,3d6.(3D).4p,x 2D*,5/2,3d6.(5D).6d,6P,5/2,,,L18349c143,
247.28200,0.00003,247.282014,0.000012,13000,9.e+06,D+,21711.8963,62151.554,3d6.(3H).4s,a 4H,7/2,3d6.(3F2).4p,y 4F*,5/2,,T6892c83,L18349c139,
247.2873,0.0005,247.288378,0.000011,250,6.e+05,D,65580.065,106018.682,3d6.(3G).4p,x 4G*,11/2,3d6.(3H).4d,2H,9/2,,T6892c83,L18349c143,
247.317528,0.000012,247.317525,0.000011,70000,8.e+07,D+,23031.2829,63465.134,3d6.(3F2).4s,b 4F,3/2,3d6.(3F2).4p,x 4D*,3/2,,T6892c83,L18349c139,
247.32797,0.00004,247.328004,0.000011,1800,8.e+06,D+,63948.803,104380.941,3d6.(3F2).4p,y 4G*,9/2,3d6.(5D).5d,6F,7/2,,T6892c83,L18349c139,
247.335241,0.000012,247.335240,0.000010,120000,3.22e+08,C+,44753.8179,85184.773,3d6.(5D).4p,z 4F*,7/2,3d6.(5D).4d,e 4G,9/2,,T7186,L18349c139,
247.33981,0.00003,247.339786,0.000015,2000,4.3e+07,D+,67000.530,107430.742,3d6.(3F2).4p,y 2D*,5/2,3d6.(3F2).4d,2D,3/2,,T6892c83,L18349c139,
247.377821,0.000016,247.377759,0.000010,27000,1.08e+08,C+,44446.9051,84870.911,3d6.(5D).4p,z 4D*,7/2,3d6.(5D).4d,f 4D,5/2,,T6892c83,L18349c139,
247.406843,0.000012,247.406847,0.000012,90000,2.7e+08,C+,22409.8178,62829.071,3d6.(3P2).4s,b 4P,1/2,3d6.(3P2).4p,y 4D*,1/2,,T6892c83,L18349c139,
247.42068,0.00013,247.420793,0.000018,1800,3.4e+07,D+,50212.836,90629.811,3d6.(3P1).4s,c 4P,5/2,3d6.(3P1).4p,4S*,3/2,,T6892c83,L18349c139,
247.43023,0.00003,247.430043,0.000011,11000,,,45079.9019,85495.366,3d6.(5D).4p,z 4F*,5/2,3d6.(5D).4d,6S,5/2,,,L18349c145,
247.44533,0.00011,247.445282,0.000011,1100,1.4e+07,D+,62689.874,103102.849,3d6.(3P2).4p,y 4D*,5/2,3d6.(3P2).4d,4D,7/2,,T6892c83,L18349c139,
247.4672,0.0005,247.466965,0.000012,600,,,54275.649,94685.083,3d5.4s2,b 4G,5/2,3d5.(4D).4s.4p.(3P*),6P*,5/2,,,L18349c143,
247.480106,0.000013,247.480108,0.000012,8000,2.15e+08,C+,67000.530,107407.818,3d6.(3F2).4p,y 2D*,5/2,3d6.(3F2).4d,2D,5/2,,T6892c83,L18349c139,
247.4943,0.0005,247.49404,0.00004,700bl,,,62689.874,103094.888,3d6.(3P2).4p,y 4D*,5/2,3d5.4s.(7S).5s,8S,7/2,,,L18349c143,
247.49568,0.00003,247.495678,0.000012,4000,3.7e+07,D+,64834.069,105238.815,3d6.(3P2).4p,z 2P*,3/2,3d6.(3P2).4d,2D,5/2,,T6892c83,L18349c139,
247.51420,0.00011,247.514074,0.000012,500,1.0e+07,D+,69606.567,110008.310,3d6.(3G).4p,y 2F*,7/2,3d6.(3G).4d,2H,9/2,,T6892c83,L18349c139,
247.5207,0.0005,247.520918,0.000011,1100,,,2837.9807,43238.6066,3d7,a 4F,5/2,3d6.(5D).4p,z 6P*,5/2,,,L18349c142,
247.52366,0.00003,247.523668,0.000012,3400,1.26e+08,C+,64834.069,105234.246,3d6.(3P2).4p,z 2P*,3/2,3d6.(3P2).4d,4P,5/2,,T6892c83,L18349c139,
247.52674,0.00004,247.526719,0.000012,2200,5.3e+07,C+,65363.607,105763.286,3d6.(3H).4p,z 2H*,11/2,3d6.(3F2).4d,2H,11/2,,T6892c83,L18349c139,
247.5392,0.0005,247.53839,0.00004,70d?,,,82853.704,123251.479,3d6.(5D).4d,e 6F,11/2,3d6.(3H<5>).4f,2[6]*,11/2,,,L18349c143,
247.54802,0.00013,247.547902,0.000012,600,3.8e+06,D,64834.069,105230.291,3d6.(3P2).4p,z 2P*,3/2,3d6.(5D).5d,4D,3/2,,T6892c83,L18349c139,
247.5495,0.0005,247.549556,0.000018,310,,,82853.704,123249.656,3d6.(5D).4d,e 6F,11/2,3d6.(3H<5>).4f,2[6]*,13/2,,,L18349c143,
247.551280,0.000012,247.551285,0.000011,70000,9.7e+07,C+,25981.6451,66377.315,3d6.(3G).4s,a 4G,7/2,3d6.(3G).4p,x 4F*,7/2,,T6892c83,L18349c139,
247.58158,0.00015,247.581610,0.000012,400,6.0e+06,D+,68000.785,108391.507,3d6.(3G).4p,y 2H*,9/2,3d6.(3G).4d,4G,9/2,,T6892c83,L18349c139,
247.586476,0.000012,247.586464,0.000011,110000bl(Fe II)*,3.72e+08,B+,45289.8248,85679.755,3d6.(5D).4p,z 4F*,3/2,3d6.(5D).4d,e 4G,5/2,,T6892c83,L18349c148,
247.586476,0.000012,247.586582,0.000011,110000bl(Fe II)*,2.0e+07,D+,66377.315,106767.226,3d6.(3G).4p,x 4F*,7/2,3d6.(3F2).4d,4F,7/2,,T6892c83,L18349c148,
247.628918,0.000012,247.628922,0.000010,100000,3.18e+08,B+,45079.9019,85462.907,3d6.(5D).4p,z 4F*,5/2,3d6.(5D).4d,e 4G,7/2,,T6892c83,L18349c139,
247.6527,0.0002,247.652698,0.000011,500,1.2e+06,D,64831.951,105211.079,3d6.(3F2).4p,y 2G*,9/2,3d6.(5D).5d,4G,9/2,,T6892c83,L18349c139,
247.701207,0.000020,247.701199,0.000011,18000,1.0e+07,D+,21711.8963,62083.118,3d6.(3H).4s,a 4H,7/2,3d6.(3H).4p,z 2G*,9/2,,T6892c83,L18349c139,
247.71410,0.00008,247.714083,0.000012,4000,8.e+06,D+,43620.9842,83990.106,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).4d,6D,3/2,,T6892c83,L18349c139,
247.74304,0.00004,247.742920,0.000018,310,,,84296.881,124661.304,3d6.(5D).4d,e 6G,11/2,3d6.(3F2<3>).4f,2[6]*,13/2,,,L18349c139,
247.809154,0.000014,247.809171,0.000011,30000,1.70e+07,B,21711.8963,62065.528,3d6.(3H).4s,a 4H,7/2,3d6.(3F2).4p,y 4F*,7/2,,T7461,L18349c139,
247.81309,0.00008,247.813068,0.000015,4000,2.4e+06,D+,31999.049,72352.046,3d7,b 2F,7/2,3d6.(3D).4p,w 4F*,7/2,,T6892c83,L18349c139,
247.82482,0.00009,247.824941,0.000013,3600,1.1e+06,D,20805.7632,61156.827,3d7,a 2H,9/2,3d6.(3H).4p,z 4H*,7/2,,T6892c83,L18349c139,
247.865505,0.000016,247.865506,0.000011,6000,5.4e+07,D+,66522.310,106866.770,3d6.(3G).4p,x 4F*,5/2,3d6.(3F2).4d,4F,5/2,,T6892c83,L18349c139,
247.88615,0.00002,247.886162,0.000013,14000,3.1e+07,D+,26932.7348,67273.833,3d6.(3P2).4s,b 2P,1/2,3d6.(3F2).4p,y 2D*,3/2,,T6892c83,L18349c139,
247.89261,0.00011,247.892603,0.000011,700,1.7e+06,D,64040.891,104380.941,3d6.(3F2).4p,y 4G*,7/2,3d6.(5D).5d,6F,7/2,,T6892c83,L18349c139,
247.89593,0.00005,247.895930,0.000012,7000bl(Fe I),5.6e+06,D+,21812.0454,62151.554,3d6.(3P2).4s,b 4P,3/2,3d6.(3F2).4p,y 4F*,5/2,,T6892c83,L18349c148,
247.91989,0.00009,247.919818,0.000012,4000,3.1e+06,D+,21251.5833,61587.205,3d6.(3H).4s,a 4H,13/2,3d6.(3H).4p,z 4I*,11/2,,T6892c83,L18349c139,
247.932058,0.000012,247.932062,0.000011,110000,9.1e+07,C+,22939.3512,63272.981,3d6.(3F2).4s,b 4F,5/2,3d6.(3F2).4p,x 4D*,5/2,,T6892c83,L18349c139,
247.98921,0.00006,247.989186,0.000012,1200,1.2e+07,D+,66522.310,106846.649,3d6.(3G).4p,x 4F*,5/2,3d6.(5D).5d,4F,3/2,,T6892c83,L18349c139,
247.99765,0.00009,247.99789,0.00003,4000,3.6e+07,D+,38164.220,78487.144,3d6.(1D2).4s,c 2D,5/2,3d6.(1D2).4p,w 2D*,3/2,,T6892c83,L18349c139,
248.00416,0.00010,248.004168,0.000012,3100,1.9e+06,D,26055.4120,66377.315,3d6.(3G).4s,a 4G,5/2,3d6.(3G).4p,x 4F*,7/2,,T6892c83,L18349c139,
248.01302,0.00005,248.012966,0.000010,6000,9.e+06,D+,42658.2444,82978.717,3d6.(5D).4p,z 6P*,7/2,3d6.(5D).4d,e 6F,9/2,,T6892c83,L18349c139,
248.06007,0.00012,248.060256,0.000011,900,8.e+06,D+,62689.874,103002.660,3d6.(3P2).4p,y 4D*,5/2,3d6.(3P2).4d,4D,5/2,,T6892c83,L18349c139,
248.090634,0.000012,248.090632,0.000010,210000,1.55e+08,C+,22637.1950,62945.045,3d6.(3F2).4s,b 4F,9/2,3d6.(3F2).4p,x 4D*,7/2,,T7461,L18349c139,
248.170057,0.000019,248.170019,0.000012,3000,1.09e+08,C+,69606.567,109901.523,3d6.(3G).4p,y 2F*,7/2,3d6.(3G).4d,2G,7/2,,T6892c83,L18349c139,
248.179851,0.000018,248.179843,0.000011,20000,1.5e+07,D+,26170.1810,66463.542,3d6.(3H).4s,b 2H,11/2,3d6.(3G).4p,y 4H*,11/2,,T6892c83,L18349c139,
248.1895,0.0005,248.189415,0.000012,"120d,bl(Fe II)?*",,,62293.177,102584.984,3d6.(3H).4p,z 2I*,13/2,3d6.(3G).5s,f 4G,11/2,,,L18349c142,
248.1895,0.0005,248.19045,0.00003,"120d,bl(Fe II)?*",,,82978.717,123270.356,3d6.(5D).4d,e 6F,9/2,3d6.(3H<5>).4f,2[5]*,11/2,,,L18349c142,
248.1952,0.0005,248.194053,0.000011,"1100d,bl(Fe II)?*",,,64831.951,105123.005,3d6.(3F2).4p,y 2G*,9/2,3d6.(3H).4d,2G,7/2,,,L18349c143,
248.1952,0.0005,248.196293,0.000013,"1100d,bl(Fe II)?*",,,25787.5816,66078.272,3d6.(3P2).4s,b 2P,3/2,3d6.(3G).4p,x 4G*,5/2,,,L18349c143,
248.23275,0.00006,248.232697,0.000018,5000,1.6e+07,D+,33466.4943,73751.276,3d6.(1G2).4s,c 2G,9/2,3d6.(1I).4p,w 2H*,9/2,,T6892c83,L18349c139,
248.2369,0.0005,248.235985,0.000013,120,,,73395.831,113680.079,3d5.4s2,4F,5/2,3d6.(5D<2>).5f,2[4]*,7/2,,,L18349c143,
248.24445,0.00013,248.244465,0.000012,800,6.7e+06,D+,64286.354,104569.226,3d6.(3F2).4p,z 2F*,7/2,3d6.(3P2).4d,4F,5/2,,T6892c83,L18349c139,
248.286644,0.000012,248.286656,0.000011,80000,6.5e+07,C+,21251.5833,61527.610,3d6.(3H).4s,a 4H,13/2,3d6.(3H).4p,z 4I*,13/2,,T6892c83,L18349c139,
248.29688,0.00005,248.296876,0.000011,1400,3.5e+06,D+,66522.310,106796.679,3d6.(3G).4p,x 4F*,5/2,3d6.(5D).5d,4P,5/2,,T6892c83,L18349c139,
248.307530,0.000016,248.307530,0.000018,23000,2.23e+08,C+,38214.503,78487.144,3d6.(1D2).4s,c 2D,3/2,3d6.(1D2).4p,w 2D*,3/2,,T6892c83,L18349c139,
248.340683,0.000012,248.340689,0.000011,120000,1.25e+08,C+,25428.7893,65696.053,3d6.(3G).4s,a 4G,11/2,3d6.(3G).4p,x 4G*,9/2,,T6892c83,L18349c139,
248.34250,0.00003,248.34251,0.00003,5000,2.23e+08,B+,58631.623,98898.591,3d6.(1G1).4s,d 2G,9/2,3d6.(1G1).4p,2F*,7/2,,T6892c83,L18349c139,
248.361635,0.000015,248.361626,0.000010,26000,1.69e+08,C+,44784.7859,85048.655,3d6.(5D).4p,z 4D*,5/2,3d6.(5D).4d,f 4D,3/2,,T6892c83,L18349c139,
248.3682,0.0005,248.367896,0.000012,600,9.e+05,D,20830.5534,61093.406,3d6.(3P2).4s,b 4P,5/2,3d6.(3P2).4p,z 2D*,5/2,,T6892c83,L18349c142,
248.394188,0.000010,248.393934,0.000019,5000,,,73751.276,114009.908,3d6.(1I).4p,w 2H*,9/2,3d6.(5D).6d,4D,7/2,,,L18349c145,
248.412098,0.000015,248.412100,0.000013,4000,1.51e+08,C+,70314.624,110570.312,3d6.(3G).4p,x 2G*,9/2,3d6.(3G).4d,2F,7/2,,T6892c83,L18349c139,
248.44080,0.00002,248.440773,0.000014,2200,8.4e+07,C+,69650.481,109901.523,3d6.(3G).4p,y 2F*,5/2,3d6.(3G).4d,2G,7/2,,T6892c83,L18349c139,
248.44735,0.00002,248.447327,0.000019,16000,5.4e+07,C+,33501.2957,73751.276,3d6.(1G2).4s,c 2G,7/2,3d6.(1I).4p,w 2H*,9/2,,T6892c83,L18349c139,
248.4957,0.0005,248.495125,0.000011,11000,6.e+05,D,1872.5998,42114.8380,3d7,a 4F,9/2,3d6.(5D).4p,z 6F*,9/2,,T6892c83,L18349c143,
,,248.498460,0.000004,,8.e+06,D+,23031.2829,63272.981,3d6.(3F2).4s,b 4F,3/2,3d6.(3F2).4p,x 4D*,5/2,,T6892c83,,
248.499426,0.000012,248.499492,0.000012,70000,5.9e+07,C+,26170.1810,66411.712,3d6.(3H).4s,b 2H,11/2,3d6.(3G).4p,y 4H*,13/2,,T6892c83,L18349c145,
248.519203,0.000012,248.519199,0.000010,60000,2.16e+08,C+,44446.9051,84685.245,3d6.(5D).4p,z 4D*,7/2,3d6.(5D).4d,f 4D,7/2,,T7186,L18349c139,
248.52754,0.00009,248.527496,0.000012,3100bl(Fe I),,,21812.0454,62049.042,3d6.(3P2).4s,b 4P,3/2,3d5.(6S).4s.4p.(3P*),y 6P*,5/2,,,L18349c148,
248.53198,0.00007,248.531953,0.000012,4000,3.6e+06,D+,26352.7671,66589.042,3d6.(3H).4s,b 2H,9/2,3d6.(3G).4p,y 4H*,9/2,,T6892c83,L18349c139,
248.546063,0.000019,248.546068,0.000012,5000,6.7e+07,D+,66612.659,106846.649,3d6.(3G).4p,x 4F*,3/2,3d6.(5D).5d,4F,3/2,,T6892c83,L18349c139,
248.55612,0.00015,248.55594,0.00004,700,2.3e+07,D+,58666.199,98898.591,3d6.(1G1).4s,d 2G,7/2,3d6.(1G1).4p,2F*,7/2,,T6892c83,L18349c139,
248.57629,0.00007,248.576539,0.000012,2600,1.3e+06,D,50157.475,90386.533,3d6.(3F1).4s,c 4F,9/2,3d6.(5D).5p,6F*,9/2,,T6892c83,L18349c148,
248.58268,0.00008,248.582412,0.000011,2600bl(Fe II)*,,,2430.1369,42658.2444,3d7,a 4F,7/2,3d6.(5D).4p,z 6P*,7/2,,,L18349c148,
248.58268,0.00008,248.582848,0.000012,2600bl(Fe II)*,,,66672.336,106900.373,3d6.(3G).4p,y 4H*,7/2,3d6.(3F2).4d,2G,7/2,,,L18349c148,
248.59869,0.00010,248.598637,0.000011,500,4.1e+06,D+,63948.803,104174.285,3d6.(3F2).4p,y 4G*,9/2,3d6.(3H).4d,4I,11/2,,T6892c83,L18349c139,
248.6066,0.0005,248.606548,0.000012,110d,,,72651.914,112876.116,3d6.(3D).4p,w 4D*,7/2,3d6.(5D).7s,4D,7/2,,,L18349c142,
248.62558,0.00012,248.625632,0.000011,2200,8.e+06,D+,43238.6066,83459.721,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).4d,e 6F,3/2,,T6892c83,L18349c139,
248.6869,0.0005,248.687053,0.000012,1200d?,,,20830.5534,61041.734,3d6.(3P2).4s,b 4P,5/2,3d6.(3H).4p,z 4G*,5/2,,,L18349c143,
248.6947,0.0005,248.694039,0.000012,"400d,bl(Fe II)?*",,,50187.822,90397.873,3d6.(3F1).4s,c 4F,7/2,3d6.(5D).5p,4D*,7/2,,,L18349c143,
248.6947,0.0005,248.694614,0.000015,"400d,bl(Fe II)?*",,,62962.215,103172.173,3d6.(3P2).4p,y 4D*,3/2,3d6.(3G).5s,f 4G,5/2,,,L18349c143,
248.710122,0.000012,248.710139,0.000011,140000,1.54e+08,B+,25805.3270,66012.775,3d6.(3G).4s,a 4G,9/2,3d6.(3G).4p,x 4F*,9/2,,T6892c83,L18349c139,
248.7243,0.0005,248.723699,0.000019,"230d,bl?",,,73751.276,113956.532,3d6.(1I).4p,w 2H*,9/2,3d6.(5D).6d,6D,9/2,,,L18349c143,
248.7561,0.0005,248.755210,0.000013,120?,,,73492.248,113692.411,3d5.4s2,4F,7/2,3d6.(5D<2>).5f,2[4]*,9/2,,,L18349c143,
248.7642,0.0005,248.764195,0.000012,400?,8.e+05,D,50187.822,90386.533,3d6.(3F1).4s,c 4F,7/2,3d6.(5D).5p,6F*,9/2,,T6892c83,L18349c143,
248.78574,0.00016,248.785603,0.000011,500,4.0e+06,D+,64286.354,104481.606,3d6.(3F2).4p,z 2F*,7/2,3d6.(3H).4d,2F,7/2,,T6892c83,L18349c139,
248.8285,0.0005,248.828398,0.000012,200d,2.2e+06,D+,63876.325,104064.664,3d6.(3F2).4p,y 4G*,11/2,3d6.(3H).4d,4I,13/2,,T6892c83,L18349c143,
248.8492,0.0005,248.848844,0.000013,330d?,,,50212.836,90397.873,3d6.(3P1).4s,c 4P,5/2,3d6.(5D).5p,4D*,7/2,,,L18349c142,
248.8584,0.0005,248.857243,0.000013,1600,,,20805.7632,60989.444,3d7,a 2H,9/2,3d6.(3H).4p,z 4H*,9/2,,,L18349c143,
248.90721,0.00005,248.907074,0.000019,7000,1.78e+08,C+,54870.541,95046.177,3d6.(3F1).4s,d 2F,5/2,3d6.(3F1).4p,2F*,5/2,,T6892c83,L18349c139,
248.91049,0.00004,248.91039,0.00003,7000,1.84e+08,B+,54904.241,95079.342,3d6.(3F1).4s,d 2F,7/2,3d6.(3F1).4p,2F*,7/2,,T6892c83,L18349c139,
248.9393,0.0005,248.939815,0.000019,1000d?,,,48039.109,88209.461,3d7,d 2D1,5/2,3d5.(4P).4s.4p.(3P*),6D*,7/2,,,L18349c143,
248.94986,0.00008,248.949886,0.000011,1100,1.3e+07,D+,64040.891,104209.618,3d6.(3F2).4p,y 4G*,7/2,3d6.(3H).4d,2F,5/2,,T6892c83,L18349c139,
248.98614,0.00006,248.986094,0.000012,5000,2.6e+06,C,21812.0454,61974.931,3d6.(3P2).4s,b 4P,3/2,3d5.(6S).4s.4p.(3P*),y 6P*,3/2,,T7503,L18349c139,
248.9930,0.0005,248.992030,0.000011,"260d,bl*",,,64831.951,104993.879,3d6.(3F2).4p,y 2G*,9/2,3d6.(3F2).4d,4D,7/2,,,L18349c143,
248.9930,0.0005,248.993475,0.000015,"260d,bl*",,,82853.704,123015.399,3d6.(5D).4d,e 6F,11/2,3d6.(3H<6>).4f,2[6]*,13/2,,,L18349c143,
249.00933,0.00006,249.009341,0.000011,1500,9.e+06,D+,63948.803,104107.939,3d6.(3F2).4p,y 4G*,9/2,3d6.(3P2).4d,4F,7/2,,T6892c83,L18349c139,
249.0175,0.0003,249.017520,0.000015,500bl(Fe II)*,6.e+05,D,50142.811,90300.628,3d6.(3F1).4s,c 4F,5/2,3d6.(5D).5p,6F*,7/2,,T6892c83,L18349c146,
249.0175,0.0003,249.017601,0.000011,500bl(Fe II)*,1.1e+06,D,62945.045,103102.849,3d6.(3F2).4p,x 4D*,7/2,3d6.(3P2).4d,4D,7/2,,T6892c83,L18349c146,
249.023411,0.000013,249.023151,0.000019,70000bl(Fe II)*,1.77e+08,C+,67273.833,107430.742,3d6.(3F2).4p,y 2D*,3/2,3d6.(3F2).4d,2D,3/2,,T6892c83,L18349c148,
249.023411,0.000013,249.023525,0.000011,70000bl(Fe II)*,5.1e+07,C+,21430.3564,61587.205,3d6.(3H).4s,a 4H,11/2,3d6.(3H).4p,z 4I*,11/2,,T6892c83,L18349c148,
249.058079,0.000012,249.058089,0.000011,230000,1.94e+08,B+,25428.7893,65580.065,3d6.(3G).4s,a 4G,11/2,3d6.(3G).4p,x 4G*,11/2,,T6892c83,L18349c139,
249.0818,0.0005,249.081394,0.000011,210,,,64425.405,104572.924,3d6.(3F2).4p,z 2F*,5/2,3d6.(3P2).4d,4F,3/2,,,L18349c142,
249.1007,0.0005,249.100412,0.000011,1200d,,,21581.6151,61726.069,3d6.(3H).4s,a 4H,9/2,3d6.(3P2).4p,y 4D*,7/2,,,L18349c143,
